TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-012,Bloomingdale/Laramie,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Financing costs. (q)(6),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Relocation costs. (q)(8),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-012,Bloomingdale/Laramie,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-012,Bloomingdale/Laramie,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-012,Bloomingdale/Laramie,Expenditures,Total expenditures,$0.00
T-012,Bloomingdale/Laramie,Revenues over expenditures,,$0.00
T-012,Bloomingdale/Laramie,Fund balance,End of Year,$0.00
T-012,Bloomingdale/Laramie,Fund balance,Beginning of year,$561.00
T-014,Central Loop,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-014,Central Loop,Revenues,Sales tax,$0.00
T-014,Central Loop,Revenues,Interest,$0.00
T-014,Central Loop,Revenues,Total revenues,$0.00
T-014,Central Loop,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$0.00
T-014,Central Loop,Expenditures,Marketing costs. (q)(1.6),$0.00
T-014,Central Loop,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-014,Central Loop,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-014,Central Loop,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-014,Central Loop,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-014,Central Loop,Expenditures,Financing costs. (q)(6),$0.00
T-014,Central Loop,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-014,Central Loop,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-014,Central Loop,Expenditures,Relocation costs. (q)(8),$0.00
T-014,Central Loop,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-014,Central Loop,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-014,Central Loop,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-014,Central Loop,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-014,Central Loop,Expenditures,Return of surplus funds,$15438886.00
T-014,Central Loop,Expenditures,Total expenditures,$15438886.00
T-014,Central Loop,Revenues over expenditures,,$0.00
T-014,Central Loop,Fund balance,Beginning of year,$0.00
T-014,Central Loop,Fund balance,End of year,$0.00
T-014,Central Loop,Fund balance,Reserved for debt service,$0.00
T-014,Central Loop,Fund balance,Reserved for encumbrances,$0.00
T-014,Central Loop,Fund balance,Designated for future redevelopment project costs,$0.00
T-014,Central Loop,Fund balance,Total fund balance ,$0.00
T-014,Central Loop,Revenues,Property tax,$0.00
T-015,Chatham-Ridge,Fund balance,Reserved for debt service,$9434321.00
T-015,Chatham-Ridge,Fund balance,Reserved for encumbrances,$0.00
T-015,Chatham-Ridge,Fund balance,Designated for future redevelopment project costs,$4212070.00
T-015,Chatham-Ridge,Fund balance,Beginning of year,$19537705.00
T-015,Chatham-Ridge,Expenditures over revenues,,$-3991253.00
T-015,Chatham-Ridge,Expenditures,Total expenditures,$3991253.00
T-015,Chatham-Ridge,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-015,Chatham-Ridge,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-015,Chatham-Ridge,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-015,Chatham-Ridge,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-015,Chatham-Ridge,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-015,Chatham-Ridge,Expenditures,Relocation costs. (q)(8),$0.00
T-015,Chatham-Ridge,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-015,Chatham-Ridge,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-015,Chatham-Ridge,Expenditures,Financing costs. (q)(6),$2126622.00
T-015,Chatham-Ridge,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-015,Chatham-Ridge,Expenditures,Costs of construction of public works and improvements. (q)(4),$1205649.00
T-015,Chatham-Ridge,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-015,Chatham-Ridge,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$621856.00
T-015,Chatham-Ridge,Expenditures,Marketing costs. (q)(1.6),$0.00
T-015,Chatham-Ridge,Fund balance,Total fund balance ,$13646391.00
T-015,Chatham-Ridge,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$37126.00
T-015,Chatham-Ridge,Revenues,Total revenues,$0.00
T-015,Chatham-Ridge,Revenues,Misccellaneous revenue,$0.00
T-015,Chatham-Ridge,Revenues,Property tax,$0.00
T-015,Chatham-Ridge,Revenues,Interest,$0.00
T-015,Chatham-Ridge,Revenues,Sales tax,$0.00
T-015,Chatham-Ridge,Fund balance,End of year,$15546452.00
T-016,Chinatown Basin,Revenues,Sales tax,$0.00
T-016,Chinatown Basin,Revenues,Interest,$81725.00
T-016,Chinatown Basin,Revenues,Misccellaneous revenue,$0.00
T-016,Chinatown Basin,Revenues,Total revenues,$2743896.00
T-016,Chinatown Basin,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$56200.00
T-016,Chinatown Basin,Expenditures,Marketing costs. (q)(1.6),$0.00
T-016,Chinatown Basin,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-016,Chinatown Basin,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-016,Chinatown Basin,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-016,Chinatown Basin,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-016,Chinatown Basin,Expenditures,Financing costs. (q)(6),$0.00
T-016,Chinatown Basin,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-016,Chinatown Basin,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-016,Chinatown Basin,Expenditures,Relocation costs. (q)(8),$0.00
T-016,Chinatown Basin,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-016,Chinatown Basin,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-016,Chinatown Basin,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-016,Chinatown Basin,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-016,Chinatown Basin,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-016,Chinatown Basin,Expenditures,Total expenditures,$56200.00
T-016,Chinatown Basin,Revenues over expenditures,,$2687696.00
T-016,Chinatown Basin,Fund balance,Beginning of year,$10225621.00
T-016,Chinatown Basin,Fund balance,End of year,$12913317.00
T-016,Chinatown Basin,Fund balance,Reserved for debt service,$0.00
T-016,Chinatown Basin,Fund balance,Reserved for encumbrances,$0.00
T-016,Chinatown Basin,Fund balance,Designated for future redevelopment project costs,$12913317.00
T-016,Chinatown Basin,Fund balance,Total fund balance ,$12913317.00
T-016,Chinatown Basin,Revenues,Property tax,$2662171.00
T-017,Division-Hooker,Fund balance,Total fund balance ,$1561829.00
T-017,Division-Hooker,Fund balance,Designated for future redevelopment project costs,$1561829.00
T-017,Division-Hooker,Fund balance,Reserved for encumbrances,$0.00
T-017,Division-Hooker,Fund balance,Reserved for debt service,$0.00
T-017,Division-Hooker,Fund balance,End of year,$1561829.00
T-017,Division-Hooker,Fund balance,Beginning of year,$1345314.00
T-017,Division-Hooker,Revenues over expenditures,,$216515.00
T-017,Division-Hooker,Expenditures,Total expenditures,$6536.00
T-017,Division-Hooker,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-017,Division-Hooker,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-017,Division-Hooker,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-017,Division-Hooker,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-017,Division-Hooker,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-017,Division-Hooker,Expenditures,Relocation costs. (q)(8),$0.00
T-017,Division-Hooker,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-017,Division-Hooker,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-017,Division-Hooker,Expenditures,Financing costs. (q)(6),$0.00
T-017,Division-Hooker,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-017,Division-Hooker,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-017,Division-Hooker,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-017,Division-Hooker,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-017,Division-Hooker,Expenditures,Marketing costs. (q)(1.6),$0.00
T-017,Division-Hooker,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$6536.00
T-017,Division-Hooker,Revenues,Total revenue,$223051.00
T-017,Division-Hooker,Revenues,Misccellaneous revenue,$0.00
T-017,Division-Hooker,Revenues,Interest,$1873.00
T-017,Division-Hooker,Revenues,Sales tax,$0.00
T-017,Division-Hooker,Revenues,Property tax,$221178.00
T-019,Eastman/North Branch,Revenues,Misccellaneous revenue,$0.00
T-019,Eastman/North Branch,Fund balance,Total fund balance ,$1305271.00
T-019,Eastman/North Branch,Fund balance,Designated for future redevelopment project costs,$1305271.00
T-019,Eastman/North Branch,Fund balance,Reserved for encumbrances,$0.00
T-019,Eastman/North Branch,Fund balance,Reserved for debt service,$0.00
T-019,Eastman/North Branch,Fund balance,End of year,$1305271.00
T-019,Eastman/North Branch,Fund balance,Beginning year,$1043523.00
T-019,Eastman/North Branch,Revenues over expenditures,,$261748.00
T-019,Eastman/North Branch,Expenditures,Total expenditures,$485904.00
T-019,Eastman/North Branch,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$6688.00
T-019,Eastman/North Branch,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-019,Eastman/North Branch,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-019,Eastman/North Branch,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-019,Eastman/North Branch,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-019,Eastman/North Branch,Expenditures,Relocation costs. (q)(8),$0.00
T-019,Eastman/North Branch,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-019,Eastman/North Branch,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-019,Eastman/North Branch,Expenditures,Financing costs. (q)(6),$0.00
T-019,Eastman/North Branch,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-019,Eastman/North Branch,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-019,Eastman/North Branch,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-019,Eastman/North Branch,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-019,Eastman/North Branch,Expenditures,Marketing costs. (q)(1.6),$0.00
T-019,Eastman/North Branch,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$6688.00
T-019,Eastman/North Branch,Revenues,Total revenues,$268436.00
T-019,Eastman/North Branch,Revenues,Property tax,$266949.00
T-019,Eastman/North Branch,Revenues,Interest,$1487.00
T-019,Eastman/North Branch,Revenues,Sales tax,$0.00
T-020,Edgewater,Fund balance,Beginning of year,$1490415.00
T-020,Edgewater,Revenues,Sales tax,$0.00
T-020,Edgewater,Revenues,Interest,$11680.00
T-020,Edgewater,Revenues,Misccellaneous revenue,$0.00
T-020,Edgewater,Revenues,Total revenues,$291080.00
T-020,Edgewater,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$5965.00
T-020,Edgewater,Expenditures,Marketing costs. (q)(1.6),$0.00
